0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,196
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,3,3,4,3,139
0,1,0,0,0,1,2,0,0,2,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,5,4,3,148
0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,142
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,3,4,3,157
0,1,0,0,0,0,2,1,0,2,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,3,4,3,191
0,1,0,0,0,1,2,2,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,3,5,2,3,169
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,3,5,4,3,155
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,3,5,4,3,139
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,3,3,2,3,113
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,2,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,203
0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,3,5,4,3,151
0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,2,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,169
0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,5,4,3,200
0,1,0,0,0,0,2,2,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,3,5,4,3,161
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,2,3,207
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,3,5,4,3,202
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,131
0,1,0,0,0,1,2,2,0,2,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,148
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,5,4,3,152
0,1,0,0,0,0,2,2,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,138
0,1,0,0,0,0,2,1,0,2,1,0,0,2,2,0,0,2,0,1,1,8,7,9,9,9,9,7,2,5,6,8,4,5,4,3,167
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,196
0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,136
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,3,5,4,3,204
0,1,0,0,0,0,2,0,0,2,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,3,3,4,3,166
0,1,0,0,0,1,1,1,0,2,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,3,4,3,219
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,5,4,3,201
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,132
0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,200
0,1,0,0,0,0,2,0,0,2,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,3,4,3,161
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,159
0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,144
0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,3,3,4,3,138
0,1,0,0,0,0,2,0,0,2,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,203
0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,203
0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,3,4,3,148
0,1,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,2,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,153
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,2,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,152
0,1,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,5,4,3,207
0,1,0,0,0,1,2,2,0,2,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,3,4,3,177
0,1,0,0,0,1,2,1,0,2,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,206
0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,141
0,0,0,0,0,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,3,4,3,166
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,4,3,151
0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,3,5,4,3,154
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,7,9,9,9,9,7,2,5,6,8,5,3,4,3,202
0,1,0,0,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,8,7,9,9,9,9,7,2,5,6,8,5,5,2,3,214
